Time,X_Value
0.0,0.1
0.02501250625312656,0.30969468105293096
0.05002501250625312,0.5136231874453441
0.07503751875937968,0.742726059403998
0.10005002501250625,1.024199805772252
0.1250625312656328,1.3862461948592606
0.15007503751875936,1.8616992492500481
0.17508754377188593,2.4911102221058683
0.2001000500250125,3.325367848494777
0.22511255627813906,4.427184479471704
0.2501250625312656,5.869317454951978
0.27513756878439216,7.7244713094431345
0.3001500750375187,10.036794475020887
0.3251625812906453,12.759669721677515
0.35017508754377186,15.651427924773957
0.3751875937968984,18.171483083544793
0.400200100050025,19.528315337349387
0.42521260630315155,19.045767347484787
0.4502251125562781,16.663688020439395
0.4752376188094047,13.021739282602875
0.5002501250625312,9.006340847364346
0.5252626313156578,5.284773791168675
0.5502751375687843,2.1724500920373138
0.5752876438219109,-0.2743777028732542
0.6003001500750375,-2.13046027872106
0.625312656328164,-3.514982674120365
0.6503251625812906,-4.547889849475535
0.6753376688344171,-5.3323818543276715
0.7003501750875437,-5.950295288482615
0.7253626813406703,-6.4629360628710195
0.7503751875937968,-6.913760843558901
0.7753876938469234,-7.331315011534287
0.80040020010005,-7.731815646385796
0.8254127063531765,-8.121248491935596
0.8504252126063031,-8.497096409552393
0.8754377188594297,-8.849947956339099
0.9004502251125562,-9.165280595565262
0.9254627313656828,-9.425664730179182
0.9504752376188094,-9.613475885721844
0.9754877438719359,-9.713944819841066
1.0005002501250624,-9.718092576641277
1.025512756378189,-9.62491968093379
1.0505252626313155,-9.442271733845335
1.075537768884442,-9.18611832876965
1.1005502751375686,-8.878437621862183
1.1255627813906952,-8.544290984643279
1.1505752876438218,-8.208824218868681
1.1755877938969483,-7.894814295939847
1.200600300150075,-7.6210949703774284
1.2256128064032015,-7.401889409644697
1.250625312656328,-7.246861756213668
1.2756378189094546,-7.1616054827220275
1.3006503251625812,-7.148291380036789
1.3256628314157077,-7.206258318252858
1.3506753376688343,-7.332408731755468
1.3756878439219609,-7.521345486801767
1.4007003501750874,-7.76525327414242
1.425712856428214,-8.05358910731934
1.4507253626813406,-8.372710100087616
1.4757378689344671,-8.705631442767267
1.5007503751875937,-9.0321627018258
1.5257628814407203,-9.329684001555446
1.5507753876938468,-9.57475200605912
1.5757878939469734,-9.745535639024055
1.6008004002001,-9.824781624381243
1.6258129064532265,-9.802698035689225
1.650825412706353,-9.67897756273778
1.6758379189594796,-9.463304703559094
1.7008504252126062,-9.174110858911575
1.7258629314657328,-8.835888565077003
1.7508754377188593,-8.475792240648756
1.775887943971986,-8.120362697770299
1.8009004502251125,-7.79301401232365
1.825912956478239,-7.512567173041605
1.8509254627313656,-7.292778621479225
1.8759379689844922,-7.142600729916177
1.9009504752376187,-7.066841824371694
1.9259629814907453,-7.066925110837561
1.9509754877438719,-7.141526743498505
1.9759879939969984,-7.286962307636765
2.0010005002501248,-7.497270197047433
2.0260130065032516,-7.764008408980361
2.051025512756378,-8.07584495811996
2.0760380190095047,-8.418091200542959
2.101050525262631,-8.772400329446816
2.126063031515758,-9.11691701272447
2.151075537768884,-9.427177348095249
2.176088044022011,-9.67796839735995
2.2011005502751373,-9.846123748097115
2.226113056528264,-9.913871914219778
2.2511255627813904,-9.871995223181896
2.276138069034517,-9.721894114044398
2.3011505752876436,-9.475849386167368
2.3261630815407703,-9.155306390936973
2.3511755877938967,-8.787646309477447
2.3761880940470235,-8.402342182391909
2.40120060030015,-8.02744454306466
2.4262131065532766,-7.687050949248864
2.451225612806403,-7.399985695840893
2.4762381190595297,-7.179551436927165
2.501250625312656,-7.034013695575059
2.526263131565783,-6.967437962499231
2.551275637818909,-6.980559184231839
2.576288144072036,-7.071463563309627
2.6013006503251623,-7.235960980649135
2.626313156578289,-7.46760838389921
2.6513256628314155,-7.757413262137394
